Normalized microRNA counts            		Counts for each miRNA were tabulated and adjusted to counts per million miRNAs passing the mismatch filter.																																				
																																						
"Abbreviations: HC, healthy controls; GBM, glioblastoma; GII-III, glioma grade II-III"																																						
miRNA	HC1	HC2	HC3	HC4	HC5	HC6	HC7	HC8	HC9	HC10	HC11	HC12	HC13	HC14	HC15	HC16	GBM1	GBM2	GBM3	GBM4	GBM5	GBM6	GBM7	GBM8	GBM9	GBM10	GBM11	GBM12	GII-III.1	GII-III.2	GII-III.3	GII-III.4	GII-III.5	GII-III.6	GII-III.7	GII-III.8	GII-III.9	GII-III.10
hsa-miR-6734-5p	0	0	0.6	0	2.1	1.6	8.4	3.1	6	0	0.3	0	1	0	0	0.6	0	0	0	4.3	0	33.7	1.8	0	7.3	41.5	0.8	0	0	0	0.4	0	0	0	2.9	3.8	43.8	0.8
hsa-miR-6735-3p	2.4	4.1	2.2	0.4	3.9	0	5.6	2.1	0	0	0.9	1.4	2.9	4.8	0.9	2.4	2.7	2.9	0	0.4	4.7	0	0	0	0	0	0	6.1	1.6	0	3	0	0	0.5	8.2	1.9	3.6	0
hsa-miR-6735-5p	2.4	0	5	5.4	10.1	1.2	5.6	7.2	13.6	0	1.5	1.4	4.3	3.2	2.4	6.7	2.2	2.9	0	2.3	0	11.2	0.6	20.8	6	0	8.9	21.3	1.6	21.8	3.4	8.5	25.6	2	2.4	28.5	7.1	5.7
hsa-miR-6736-3p	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6736-5p	2.4	4.1	4.4	1.8	0.9	1.6	2.1	9.3	7.5	0	1.6	0.7	2.7	1.6	0.2	7.2	1.1	1.5	0	0.8	0	0	6.5	0	1.3	0	2.4	0	1.6	10.9	1.5	8.5	17.1	2	0	0	0	4.9
hsa-miR-6737-3p	0	0	0	1.3	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0	0	0	0	0	0	0
hsa-miR-6737-5p	0	0	0	0	0	0	0	0	0	0	0.1	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6738-3p	2.4	0	2.8	2.2	2.1	1.6	1.4	4.1	0	0	2.7	3.6	1.4	0.8	4.1	5.3	2.7	5.8	0	2	0	0	0	0	0	0	1.6	0	0	0	1.1	0	0	1	0	0	0	0
hsa-miR-6738-5p	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6739-3p	0	0	0	0	0	0	3.5	0	1.5	0	0.6	0	0.2	0	0.7	0	1.1	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4
hsa-miR-6739-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4	0
hsa-miR-6740-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6740-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6741-3p	14.5	28.9	19.3	18.4	21.5	13.6	9.8	8.3	13.6	14	15.5	18.8	13.1	33	10.8	11	15.4	2.9	7.4	2.7	11.8	0	14.3	0	4	13.8	0.8	6.1	7.9	10.9	16.5	0	4.3	9.5	24.1	7.6	14.2	11.4
hsa-miR-6741-5p	7.3	0	5.5	9.4	4.8	1.9	9.1	24.8	30.2	2.8	2.8	11.6	10.2	9.6	1.3	6.9	0.5	1.5	0	2	9.5	0	10.1	16.6	6.7	55.3	0.8	12.2	1.6	21.8	0.8	8.5	21.4	0.5	4.7	15.2	66.4	29.2
hsa-miR-6742-3p	0	0	0.6	0.4	0.6	0	0	0	0	8.4	0.1	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0
hsa-miR-6742-5p	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6743-3p	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6743-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6746-3p	0	4.1	0	0.9	0.9	0	0	0	0	2.8	0.3	0.7	4.1	0.8	0.7	3	0	1.5	0	0.4	0	0	0.6	0	0	0	0	0	0	0	3.4	0	0	1.5	0	0	1.2	0
hsa-miR-6746-5p	0	0	0	0	0	0	2.1	2.1	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	1.2	0
hsa-miR-6747-3p	12.1	12.4	17.6	10.3	23	12.8	9.8	29	22.6	2.8	17.9	19.5	13.3	18.5	10.6	13.6	11	5.8	15.7	8.2	9.5	0	8.9	12.5	2.7	13.8	10.5	15.2	3.2	0	13.5	25.6	8.5	11.5	5.9	3.8	30.8	3.2
hsa-miR-6747-5p	2.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2	0.8
hsa-miR-6748-3p	0	0	0	0	0	0	4.2	0	0	0	0.8	0	0	0.8	0	1.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6748-5p	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6749-3p	2.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6749-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-675-3p	0	0	0	0	0.3	1.6	0.7	0	0	0	0.3	0.7	0	0.8	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2	0	2.4	0.8
hsa-miR-675-5p	0	0	0	0.4	0	1.6	0.7	2.1	0	0	0.4	0	0	1.6	0.2	0.5	0	0	0	0	0	0	0	0	0	0	0	3	0	10.9	0	0	0	0.5	0	0	0	0
hsa-miR-6750-3p	0	0	0	1.8	0.3	0.8	1.4	0	0	0	0	0	0.2	0.8	0.2	0	0	0	0	0	0	0	0	0	3.3	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-6750-5p	2.4	0	0	0	0	0	0	0	7.5	0	0	0.7	0	0	0	1.1	0.5	0	0	1.2	0	0	3.6	0	4.7	0	0	0	0	0	0	0	0	1	0	0	3.6	1.6
hsa-miR-6751-3p	2.4	0	0.6	0	0	0	2.1	0	0	0	0	0	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4	0
hsa-miR-6751-5p	0	0	0	0	0	0.8	1.4	4.1	12.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0	0	0	0	0.8	0	0	0	0	0	0	0.8
hsa-miR-6752-3p	2.4	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6752-5p	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6753-3p	0	0	0	0	0	0	0	0	0	0	0.3	0	0.2	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6753-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6754-3p	0	0	0	0	0.3	0	1.4	0	0	0	0.5	0	0	0	0.7	0	0	0	0	0	0	0	0	0	0	0	1.6	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6754-5p	2.4	0	0	0	0	0	0	0	1.5	0	0.3	0	0	0	0.4	0	1.6	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0.4	0	0	0	0	0	0	1.6
hsa-miR-6755-3p	0	0	0	0	0.3	0	0	0	0	0	0.6	0	0	0	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-6755-5p	0	0	1.1	0.4	2.7	0	0	0	0	0	0.3	0.7	0.6	0	0	0.5	1.1	2.9	0.9	1.2	0	0	0	0	0	0	0	0	1.6	0	0.8	0	0	0	0	0	1.2	0
hsa-miR-6756-3p	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6757-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6757-5p	0	0	0	0	0	0	0	0	0	2.8	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6758-3p	0	0	2.2	0	0.9	2.3	0	3.1	0	0	1.4	0.7	0.6	0.8	0.2	0.5	0	1.5	0	0.4	0	0	0	0	0	0	0	0	0	0	0	8.5	0	0.5	0.6	0	0	0
hsa-miR-6758-5p	0	0	0	0	0	0	0	1	0	0	0	2.2	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.6	0
hsa-miR-6759-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6759-5p	0	0	0	0	0.6	0.8	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0
hsa-miR-676-3p	0	0	0.6	0	0	0	0	0	10.6	0	0.1	0	1	0.8	0.2	0.2	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	8.5	0	1.2	0	0	0
hsa-miR-676-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6760-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6761-3p	0	0	0	0	0	0.8	0	0	0	0	0.3	0	0	0	0	0	0	1.5	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6761-5p	0	0	0	0	0	0	0	5.2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3.2	0	0	0	0	0	0	0	2.4	0
hsa-miR-6762-3p	0	0	0	0	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.6	0	0
hsa-miR-6762-5p	0	0	0	1.3	0	0	0	0	0	0	0	0	0	0.8	0	0.2	0	0	0	0.4	0	0	0	0	2.7	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6763-3p	0	0	0	0	0	0	0	0	0	0	0.3	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6763-5p	0	0	2.8	1.8	2.7	0	2.8	3.1	10.6	0	0.8	0.7	3.7	0	0.9	1.1	0.5	2.9	0.9	1.6	0	22.5	1.2	0	0.7	13.8	1.6	0	3.2	0	0	0	8.5	0	0	0	7.1	6.5
hsa-miR-6764-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6764-5p	0	0	3.3	1.8	2.1	1.2	0	1	7.5	2.8	2	5.1	4.9	3.2	2.2	5.3	3.8	2.9	3.7	2.7	0	22.5	2.4	0	0.7	0	7.3	6.1	1.6	0	6	0	4.3	3.5	2.9	1.9	5.9	5.7
hsa-miR-6765-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6765-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6766-3p	0	0	0	0	0	0	0	2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6766-5p	0	0	0	0	0	0	2.1	0	0	0	0	0.7	0	0	0	0	0	0	0	0	0	0	4.8	0	0	0	4.8	0	0	0	0.4	0	0	0	0	0	2.4	0
hsa-miR-6767-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.7	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6767-5p	0	0	0.6	0.9	0	0	2.1	10.3	0	0	0.5	0	2	0.8	0.2	2.4	2.2	0	1.9	3.1	2.4	0	4.8	4.2	0	0	0	3	0	10.9	0.8	0	0	0.5	0	7.6	1.2	4.1
hsa-miR-6768-3p	0	0	0	0	0	2.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6768-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6769a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6769a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6769b-3p	0	0	0	0	1.2	2.3	0	0	9.1	2.8	0.6	0	0.6	0.8	0	2.2	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0.4	0	0	0	0	0	0	0
hsa-miR-6769b-5p	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6770-3p	0	0	0.6	0.4	1.8	0.4	1.4	1	0	0	1	0.7	1.6	0	1.1	1.8	1.1	0	0.9	0	0	0	0.6	0	0.7	0	1.6	3	1.6	0	0.8	0	0	0.5	0.6	0	2.4	0.8
hsa-miR-6770-5p	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0
hsa-miR-6771-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6772-3p	4.8	0	8.3	5.8	5.1	0.8	4.2	3.1	3	0	7.3	10.1	15	8.8	5.2	5.8	4.4	1.5	5.6	0.8	11.8	11.2	1.8	0	3.3	0	3.2	0	4.8	10.9	8.6	8.5	4.3	2.5	2.9	5.7	9.5	0.8
hsa-miR-6772-5p	0	0	0.6	0	1.5	0	0.7	0	0	0	0.1	0	2.9	0	0.2	1.1	0	0	0	0.8	0	0	4.8	0	0	0	5.6	0	0	0	0	0	0	0	0	0	1.2	0
hsa-miR-6774-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6774-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2	0
hsa-miR-6775-3p	0	0	2.2	0	0.9	0	4.2	5.2	4.5	0	1.3	0.7	0.2	0	0.2	0.8	0.5	0	2.8	2.7	0	0	0	0	0	13.8	0.8	3	0	0	1.1	0	0	1	5.3	0	0	2.4
hsa-miR-6775-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6776-3p	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6776-5p	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6777-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6	0	0	0	0	0.9	0	0	0	0	4.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6777-5p	0	0	0	0.9	0	0	0.7	0	0	0	0.1	0	0	0	0	0	0	1.5	0	0	0	0	0	4.2	0.7	0	0	0	0	0	0	0	0	0	0	0	1.2	0
hsa-miR-6778-3p	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6778-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6779-3p	0	0	0	0	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6779-5p	0	0	0	0.4	0	0.4	1.4	1	0	0	0.4	0.7	0.8	0	1.1	0	0	0	0	0.8	0	0	0.6	0	0	0	0	3	0	0	0.8	0	0	0	0	0	2.4	0
hsa-miR-6780a-3p	0	0	0	0	0	1.2	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	2.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6780a-5p	0	0	0	0	0	1.2	2.8	0	0	0	0.1	0.7	1.4	0	0	0.2	0	1.5	0	3.1	2.4	11.2	0	0	0.7	0	4.8	6.1	0	0	0.8	8.5	4.3	2	0	0	19	1.6
hsa-miR-6780b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6780b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2	0.8
hsa-miR-6781-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6781-5p	0	0	0	0	0	0.4	0.7	0	0	0	0	0	0.2	0	0	2.6	0.5	0	0	0	0	0	0.6	0	1.3	0	0	9.1	0	0	0	0	0	0.5	0	0	0	1.6
hsa-miR-6782-3p	0	0	0.6	0	0.9	0	0	0	0	0	0.3	0	0.2	0	0	0	0	1.5	0.9	0	0	0	0	0	4.7	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6782-5p	0	0	0	0.4	0	0	1.4	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4	0
hsa-miR-6783-3p	7.3	0	3.3	0.9	3	2.3	4.9	0	0	0	1.6	2.2	3.7	3.2	2	1.9	1.1	2.9	2.8	2.7	2.4	0	1.8	20.8	1.3	0	8.1	0	0	0	1.9	0	0	2	0.6	5.7	8.3	4.9
hsa-miR-6783-5p	0	0	0	0.4	0.3	0	2.1	8.3	0	0	0.9	0	0	0	0.2	0	0	0	0	0.4	0	0	0.6	0	0	0	4.8	0	0	0	1.5	0	0	0	0	0	3.6	1.6
hsa-miR-6784-3p	0	0	0	0.4	0	0	0	0	0	0	0	0	0.2	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6784-5p	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6785-3p	0	0	0	0	0	0	0	0	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6785-5p	0	0	0.6	0	0	0	1.4	0	0	0	0	0	0.4	0.8	0.2	0	0.5	0	0	0.4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3.6	0.8
hsa-miR-6786-3p	4.8	4.1	0.6	0	1.5	1.2	0	6.2	0	0	2.3	2.2	0.2	0.8	3	1.9	1.1	0	0	0	0	0	3	0	0	0	0.8	0	0	0	1.5	0	0	0.5	3.5	5.7	4.7	4.9
hsa-miR-6786-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6787-3p	2.4	8.3	3.9	5.4	0.9	5.5	0.7	1	12.1	0	7.2	2.9	9	4.8	4.3	4.5	4.9	0	4.6	5.5	0	0	5.4	4.2	2	0	14.5	3	0	0	4.9	17.1	4.3	4	13.5	0	13	8.9
hsa-miR-6787-5p	0	0	0	0.4	0	0	0	4.1	0	0	0	0	0	1.6	0	1.4	0	0	0.9	0	0	0	0.6	0	0	0	0	0	0	0	0.8	0	0	0	4.1	0	0	0
hsa-miR-6788-3p	0	0	0	0.4	0	0.8	0	0	0	0	0.5	0	0.4	1.6	0.2	0	1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6788-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6789-3p	0	8.3	0	3.1	0.9	0.8	2.1	0	3	2.8	1	0	3.7	0.8	0.7	3.8	0.5	0	0.9	0.4	0	0	4.2	4.2	0	0	0	0	0	0	0	0	0	1	2.4	0	4.7	0
hsa-miR-6789-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6790-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6791-3p	0	0	1.7	0	0	0.8	3.5	0	10.6	0	0.9	2.2	0.2	0.8	0	0	0.5	0	0	0	0	0	0.6	0	2	0	0	0	0	0	0.8	0	0	0	0	0	0	0
hsa-miR-6791-5p	0	0	1.1	0	0.9	0	0.7	0	0	0	0.5	0	3.7	0	0.4	0.3	0	0	0	0	2.4	22.5	2.4	0	0	0	0	3	0	0	0	0	0	0.5	0.6	0	0	0
hsa-miR-6792-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6793-3p	0	0	0.6	0	0	0	1.4	0	0	0	0.1	0	0	1.6	0	0	0.5	0	0.9	0.4	0	0	0	0	0	0	3.2	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6793-5p	0	0	0	0.4	0	0	2.1	3.1	9.1	2.8	0.4	0.7	0	0	0.9	0.2	1.6	0	0	1.6	0	0	0	0	0.7	0	0	0	0	0	0.4	0	4.3	0	0	0	3.6	0.8
hsa-miR-6794-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6794-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.5	0
hsa-miR-6795-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6795-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6796-3p	0	0	0	0	0	0	0	0	0	0	0.3	1.4	0	0	0	0	0	0	0	1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6796-5p	0	0	0	0	0	0	0	0	0	2.8	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0.8
hsa-miR-6797-3p	0	0	0	1.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6797-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0
hsa-miR-6798-3p	0	0	0	1.8	0	1.2	0.7	0	0	2.8	2.5	0	0	2.4	1.3	0.2	0	4.4	0.9	0.4	0	0	0.6	0	0	0	0	0	1.6	0	0	0	0	0	0	0	0	0
hsa-miR-6798-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2	0
hsa-miR-6799-3p	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6799-5p	0	0	0	0	0	0	0	3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2	0
hsa-miR-6800-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6800-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6801-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6801-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6802-3p	0	0	0	1.3	0.9	0	0	0	0	0	0.5	0	0	0	0.4	0.5	0	0	0	0	0	0	0	0	0	0	0	0	1.6	0	0	0	0	0	0	0	5.9	0
